phone_names,ratings,reviews,price,offer,ram,rom,screen_size,expandable,rear_camera,front_camera,battery,processor
SAMSUNG Galaxy S21 FE 5G Olive Green,"1,14,384","11,057","₹74,999","₹31,999",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) ,,12MP + 12MP + 8MP (OIS) , 32MP Front Camera,4500 mAh Lithium-ion Battery,
KARBONN K9,"8,480",690,"₹1,390","₹1,289",6.6 cm (2.6 inch) QVGA Display,,2MP Rear Camera,,1800 mAh Battery,,,
MOTOROLA Edge 40 Eclipse Black,"57,035","6,681","₹34,999","₹26,999",8 GB RAM ,256 GB ROM,16.51 cm (6.5 inch) ,,50MP + 13MP , 32MP Front Camera,4400 mAh Battery,Dimensity 8020 Processor
MOTOROLA G32 Rose Gold,"94,135","7,936","₹18,999","₹10,999",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,,50MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
REDMI 11 Prime Playful Green,"16,733",890,"₹16,999","₹10,249",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G99 Processor
POCO X5 5G Jaguar Black,"16,145","1,202","₹23,999","₹20,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
itel A60 DawnBlue,332,19,"₹7,199","₹5,999",2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD Display,,8MP Rear Camera,,5000 mAh Battery,Unisoc Processor
POCO F5 5G Carbon Black,"19,812","2,574","₹34,999","₹29,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,64MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor
OPPO Reno10 Pro 5G Silvery Grey,"7,763",934,"₹44,999","₹39,999",12 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,50MP + 32MP + 8MP , 32MP Front Camera,4600 mAh Battery,Snapdragon 778G 5G Processor
SAMSUNG Galaxy A54 5G Awesome Graphite,"2,319",237,"₹41,999","₹36,999",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 12MP + 5MP , 32MP Front Camera,5000 mAh Battery,"Exynos 1380, Octa Core Processor"
realme 10 Pro+ 5G Nebula Blue,"33,547","2,888","₹25,999","₹24,999",6 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) ,,108MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor
Kechaoda K60,"1,548",145,"₹2,499","₹1,775",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,yes,0.3MP Rear Camera , 0.3MP Front Camera,3600 mAh Battery,
SAMSUNG Galaxy A14 5G Black,"2,899",198,"₹18,499","₹15,999",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
SAMSUNG Galaxy F23 5G Copper Blush,"2,18,735","16,418","₹23,999","₹16,999",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 8MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor
APPLE iPhone 15 Plus Black,746,94,,"₹89,900",128 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
Kechaoda A26_Pink,7,0,"₹1,499",₹975,32 MB RAM ,16 GB ROM,1.68 cm (0.66 inch) NA Display,yes,0MP , 0MP Front Camera,800 mAh Battery,NA Processor
SAMSUNG Galaxy A54 5G Awesome Violet,"2,319",237,"₹45,999","₹38,999",8 GB RAM ,256 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 12MP + 5MP , 32MP Front Camera,5000 mAh Battery,"Exynos 1380, Octa Core Processor"
KARBONN K9,"8,480",690,"₹1,590","₹1,375",6.1 cm (2.4 inch) QVGA Display,,1800 mAh 1800 mAh Battery Battery,,1 Year Manufacturer Warranty,,,
POCO X5 Pro 5G Astral Black,"35,952","3,525","₹28,999","₹24,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,108MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
Kechaoda K60,"1,548",145,"₹2,499","₹1,799",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,yes,0.3MP Rear Camera , 0.3MP Front Camera,3600 mAh Battery,
SAMSUNG Galaxy A14 5G Light Green,"2,720",219,"₹22,999","₹19,999",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
KARBONN KX 29,"1,043",87,"₹1,890","₹1,429",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,2700 mAh Battery,
REDMI 10 Power Power Black,"5,519",308,"₹18,999","₹10,990",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera , 5MP Front Camera,6000 mAh Battery,
Energizer M1,929,69,"₹1,099",₹749,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,0.08MP Rear Camera,,600 mAh Battery,
itel A60s Shadow Black,3,0,"₹8,999","₹7,299",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,8MP + 8MP,,5000 mAh Battery,Unisoc SC9863A1 Processor
APPLE iPhone 14 Purple,"2,35,894","9,062","₹79,900","₹71,999",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Tecno Spark 9 Sky Mirror,198,9,"₹10,999","₹7,499",3 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,13MP Rear Camera , 8MP Front Camera,5000 mAh Battery,MediaTek Helio G37 Processor
realme Narzo 60X 5G Nebula Purple,397,12,"₹14,999","₹14,699",4 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
Honor 90 5G Midnight Black,44,6,"₹47,999","₹33,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,200MP Rear Camera,,5000 mAh Battery,
Nokia G11 Plus DS 50MP Camera,291,36,"₹13,999","₹8,499",4 GB RAM ,64 GB ROM,16.55 cm (6.517 inch) HD+ Display,,50MP + 2MP , 8MP + 2MP Dual Front Camera,5000 mAh Lithium Polymer Battery,Octa Core Processor Processor
Easyfone Royale,"1,361",138,"₹4,290","₹3,890",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,yes,0.3MP Rear Camera , 0MP Front Camera,700 mAh Battery,
REDMI 10 Caribbean Green,"2,54,066","15,269","₹14,999","₹10,999",4 GB RAM ,64 GB ROM,17.02 cm (6.7 inch) HD+ Display,yes,50MP + 2MP , 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
MOTOROLA e13 Creamy White,"10,144",832,"₹9,999","₹5,999",2 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,yes,13MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
SAMSUNG Guru Music 2,"2,13,989","19,389","₹2,499","₹1,999",NA ROM,,5.08 cm (2 inch) QVGA Display,,800 mAh Battery,,,
SAREGAMA Carvaan Keypad phone Bhojpuri M21,5,2,,"₹2,490",32 MB RAM ,2000 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,2500 mAh Battery,
KARBONN KX 29,"1,043",87,"₹1,890","₹1,429",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,2700 mAh Battery,
Nokia 5310 DS Keypad Mobile,"8,713",613,"₹4,299","₹3,609",8 MB RAM ,16 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,1200 mAh Lithium-ion Battery,MT6260A Processor
SAMSUNG Galaxy S23 Ultra 5G Green,"2,011",208,"₹1,49,999","₹1,24,999",12 GB RAM ,256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,,200MP + 10MP + 12MP + 10MP , 12MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor
vivo V27 5G Magic Blue,"3,370",360,"₹40,999","₹35,490",12 GB RAM ,256 GB ROM,17.22 cm (6.78 Inch) ,,50MP (OIS) + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor
OnePlus 11 5G Titan Black,"1,309",116,"₹61,999","₹59,399",16 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera , 16MP Front Camera,5000 mAh Battery,
SAMSUNG Galaxy A14 5G Dark Red,"5,962",414,"₹20,999","₹17,999",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
SAREGAMA Carvaan Mobile Hindi Don M22 with 1000 Pre-Loaded Songs,20,5,,"₹2,090",32 MB RAM ,1.3 GB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,1500 mAh Battery,
realme Narzo 60X 5G Nebula Purple,522,33,"₹15,999","₹15,600",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
LAVA Blaze Pro 5G Starry Night,143,23,"₹14,999","₹13,199",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,,50MP Rear Camera,,5000 mAh Battery,
APPLE iPhone 13 Starlight,"2,73,622","13,334",,"₹59,900",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
APPLE iPhone 15 Plus Yellow,746,94,,"₹89,900",128 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
APPLE iPhone 15 Pro Black Titanium,312,29,,"₹1,44,900",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,48MP + 12MP + 12MP , 12MP Front Camera,,
Nokia 130 Music Dual Sim,182,10,"₹2,199","₹2,048",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,,0MP Front Camera,,1450 mAh Battery,6261D Processor
KARBONN Jumbo K9,"14,429","1,400","₹1,490","₹1,299",Expandable Upto 8 GB,,6.6 cm (2.6 inch) QVGA Display,,1.3MP Rear Camera,,1800 mAh Li-Ion Battery,
APPLE iPhone 13 Blue,"2,73,622","13,334",,"₹59,900",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
realme Narzo 60X 5G Stellar Green,522,33,"₹15,652","₹15,399",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
REDMI 10 Power Power Black,"5,519",308,"₹18,999","₹10,990",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera , 5MP Front Camera,6000 mAh Battery,
Kechaoda K115,"33,058","2,410","₹1,599","₹1,090",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
I Kall K-510 Golden,,,"₹6,599","₹4,999",2 GB RAM ,32 GB ROM,12.7 cm (5 inch) Display,yes,13MP Rear Camera,,3000 mAh Battery,
Kechaoda K115,"33,058","2,410","₹1,599","₹1,073",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
SAMSUNG Guru Music 2,"2,13,989","19,389","₹2,899","₹2,849",0 MB ROM ,Expandable Upto 16 GB,5.08 cm (2 inch) Display,,800 mAh Battery,,,
SAMSUNG GT-E1215ZKAINS,"65,491","5,479",,"₹1,150",NA ROM,,3.81 cm (1.5 inch) NA Display,,800 mAh Battery,,,
REDMI 12C Lavender Purple,"3,579",178,"₹15,999","₹9,299",6 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
Micromax X512,"11,750","1,020","₹1,349","₹1,148",56 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera,,1750 mAh Battery,
APPLE iPhone 15 Plus Pink,746,94,,"₹1,19,900",512 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
Kechaoda K60,"1,548",145,"₹2,499","₹1,799",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,yes,0.3MP Rear Camera , 0.3MP Front Camera,3600 mAh Battery,
Tecno POP 7 Pro Uyuni Blue,227,11,"₹7,999","₹6,997",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) Display,,13MP Rear Camera,,5000 mAh Battery,
SAMSUNG Galaxy M33 5G Mystique Green,"4,509",315,"₹24,999","₹19,999",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
REDMI 12C Matte Black,"10,257",579,"₹14,999","₹8,299",4 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
SAMSUNG Galaxy F34 5G Electric Black,"4,470",415,"₹25,999","₹21,999",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,yes,50MP (OIS) + 8MP + 2MP , 13MP Front Camera,6000 mAh Battery,Exynos 1280 Processor
DIZO Star 500,"18,531","1,999","₹1,999","₹1,625",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) QVGA Display,yes,0.3MP Rear Camera,,1900 mAh Battery,SC6531E Processor
I Kall King Talking,"19,530","1,722",₹999,₹836,32 MB RAM ,64 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,1000 mAh Battery,
itel A60 VertMenthe,332,19,"₹7,199","₹5,999",2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD Display,,8MP Rear Camera,,5000 mAh Battery,Unisoc Processor
Kechaoda K66 The Music House 4,"19,957","1,416","₹1,599","₹1,200",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Display,yes,1.3MP Rear Camera,,400 mAh Battery,
itel A60 DawnBlue,332,19,"₹7,199","₹5,999",2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD Display,,8MP Rear Camera,,5000 mAh Battery,Unisoc Processor
KARBONN K140 Pop,"5,591",483,₹990,₹979,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
KARBONN K140 Pop,"5,591",483,"₹1,190",₹968,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
Tecno Spark Go 2023 Nebula Purple,934,59,"₹8,999","₹6,985",3 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,yes,13MP Rear Camera , 5MP Front Camera,5000 mAh Battery,MediaTek Helio A22 Processor
Kechaoda K66 The Music House 4,"19,957","1,416","₹1,999","₹1,200",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Display,yes,1.3MP Rear Camera,,400 mAh Battery,
SAREGAMA Carvaan Mobile Hindi Don M22 with 1000 Pre-Loaded Songs,20,5,,"₹2,090",32 MB RAM ,1.3 GB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,1500 mAh Battery,
SAMSUNG Galaxy A54 5G Awesome White,"2,319",237,"₹45,999","₹38,999",8 GB RAM ,256 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 12MP + 5MP , 32MP Front Camera,5000 mAh Battery,"Exynos 1380, Octa Core Processor"
KARBONN K531,789,72,"₹1,790","₹1,325",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,1800 mAh Battery,
I Kall K37,"3,740",292,"₹1,149",₹844,32 MB RAM ,64 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
